timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,77.29,77.27,87.44,77.94,93.95,66.33,80.04
0.03,70.13,70.15,74.88,70.16,81.01,60.95,71.21
0.07,72.95,73.07,79.79,71.81,88.52,62.61,74.79
0.10,72.24,72.35,78.83,72.12,90.49,61.25,74.54
0.13,71.33,71.40,77.19,71.44,86.85,60.78,73.17
0.17,67.17,67.04,72.06,66.12,82.06,59.00,68.91
0.20,67.80,67.80,73.16,69.12,83.08,60.60,70.26
0.23,67.30,67.30,74.19,68.57,85.26,59.12,70.29
0.27,69.54,69.55,77.93,70.64,92.87,60.18,73.45
0.30,68.03,68.01,74.73,69.47,86.78,59.15,71.03
0.33,68.83,68.84,76.83,70.61,89.26,59.26,72.27
0.37,68.86,68.84,74.77,70.38,86.76,60.13,71.62
0.40,68.89,68.88,74.59,70.10,87.53,60.22,71.70
0.43,68.30,68.32,73.45,69.60,83.31,59.67,70.44
0.47,69.54,69.55,75.00,70.02,87.45,59.47,71.84
0.50,70.11,70.10,75.45,70.74,86.95,60.15,72.25
0.53,69.88,69.87,74.30,70.51,85.05,59.37,71.50
0.57,69.79,69.79,74.16,70.55,84.77,59.08,71.36
0.60,69.77,69.78,73.74,70.47,83.81,59.01,71.10
0.63,70.28,70.27,74.47,70.51,84.90,59.27,71.61
0.67,70.60,70.60,75.03,70.57,84.02,59.49,71.72
0.70,71.09,71.09,75.95,70.85,85.26,59.62,72.31
0.73,71.50,71.50,76.78,70.97,86.57,59.76,72.85
0.77,71.67,71.65,76.77,70.92,86.37,59.89,72.88
0.80,71.33,71.32,76.03,70.28,85.12,59.77,72.31
0.83,71.37,71.34,75.97,70.23,84.82,59.91,72.28
0.87,71.55,71.51,76.22,70.28,85.68,60.10,72.56
0.90,71.40,71.37,75.62,70.19,84.36,60.07,72.17
0.93,71.37,71.35,76.09,70.42,85.51,60.27,72.50
0.97,70.97,70.96,75.87,70.38,85.14,60.33,72.27
