timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,76.04,74.16,79.00,74.50,77.23,73.75,75.78
0.03,85.49,83.36,85.85,82.25,85.85,81.96,84.13
0.07,81.76,80.61,83.85,80.14,82.29,80.88,81.59
0.10,77.91,77.06,78.25,75.68,76.49,75.51,76.82
0.13,77.81,76.44,77.93,75.37,77.68,75.64,76.81
0.17,82.18,79.26,83.42,77.96,81.60,78.73,80.52
0.20,78.72,77.06,79.37,75.75,78.22,77.34,77.74
0.23,85.16,83.45,87.06,83.18,86.14,84.98,85.00
0.27,85.80,83.86,87.85,84.32,86.44,86.57,85.80
0.30,85.86,83.67,88.02,83.82,86.95,85.95,85.71
0.33,87.22,85.37,90.31,86.32,90.25,88.83,88.05
0.37,86.67,85.09,89.49,85.04,88.67,87.97,87.15
0.40,83.68,81.51,84.21,79.92,82.01,82.32,82.28
0.43,79.79,77.97,80.34,76.58,78.58,77.99,78.54
0.47,80.14,77.98,80.44,76.13,78.49,77.98,78.53
0.50,80.36,78.62,80.82,75.98,78.97,78.33,78.85
0.53,80.53,77.70,80.94,74.97,78.19,76.97,78.22
0.57,79.53,76.70,80.23,74.19,76.71,75.84,77.20
0.60,79.01,76.04,79.81,74.46,76.18,75.89,76.90
0.63,78.99,75.57,79.63,74.08,75.53,75.68,76.58
0.67,79.88,76.36,80.06,75.02,76.68,76.75,77.46
0.70,82.74,78.64,83.38,77.89,79.75,80.01,80.40
0.73,84.89,80.79,86.07,80.38,82.46,82.61,82.87
0.77,85.70,81.47,87.01,81.28,83.05,83.64,83.69
0.80,86.08,82.08,87.54,82.02,83.60,84.60,84.32
0.83,86.03,82.20,87.49,82.07,83.77,84.58,84.36
0.87,86.75,82.96,88.14,83.03,84.38,85.71,85.16
0.90,86.78,83.15,88.04,83.26,84.29,85.78,85.22
0.93,86.87,83.30,88.10,83.40,84.35,85.95,85.33
0.97,86.87,83.39,88.10,83.48,84.34,86.04,85.37
1.00,86.83,83.43,88.02,83.47,84.32,86.01,85.35
1.03,86.84,83.52,88.01,83.53,84.38,86.02,85.38
1.07,86.85,83.55,88.00,83.58,84.40,86.02,85.40
1.10,86.87,83.58,87.98,83.62,84.41,86.06,85.42
1.13,86.88,83.62,87.95,83.67,84.43,86.16,85.45
1.17,86.90,83.67,87.96,83.70,84.39,86.20,85.47
1.20,86.92,83.70,87.98,83.77,84.37,86.18,85.49
1.23,86.92,83.73,88.01,83.79,84.34,86.14,85.49
1.27,86.90,83.76,87.99,83.85,84.31,86.12,85.49
1.30,86.90,83.77,87.99,83.87,84.22,86.13,85.48
1.33,86.86,83.76,88.00,83.87,84.26,86.08,85.47
1.37,86.92,83.83,88.14,83.96,84.31,86.15,85.55
1.40,86.92,83.81,88.06,83.93,84.17,85.94,85.47
1.43,86.92,83.80,88.03,83.92,84.08,85.86,85.43
1.47,86.89,83.77,88.02,83.90,83.62,85.81,85.34
1.50,86.86,83.75,88.07,83.86,83.41,85.76,85.28
1.53,86.86,83.75,88.09,83.86,83.14,85.71,85.24
1.57,86.86,83.75,88.00,83.85,82.88,85.69,85.17
1.60,86.87,83.78,88.00,83.84,82.86,85.67,85.17
1.63,86.87,83.79,87.98,83.79,82.84,85.64,85.15
1.67,86.80,83.67,87.76,83.48,82.65,85.57,84.99
1.70,86.25,83.10,86.97,82.94,82.33,85.35,84.49
1.73,86.15,82.97,87.02,82.88,82.59,85.38,84.50
1.77,85.96,82.76,86.87,82.63,82.64,85.12,84.33
1.80,85.47,82.31,86.31,82.08,82.24,84.44,83.81
1.83,85.17,82.06,86.00,81.82,82.05,84.11,83.53
1.87,84.98,81.93,85.81,81.71,81.85,83.92,83.37
1.90,82.94,79.97,82.92,79.29,78.92,81.19,80.87
1.93,81.53,78.67,81.08,77.73,77.09,79.47,79.26
1.97,80.87,78.02,80.17,77.09,76.21,78.71,78.51
2.00,81.06,78.14,80.28,77.32,76.21,78.94,78.66
2.03,80.71,77.77,79.80,76.89,75.58,78.47,78.20
2.07,80.36,77.36,79.31,76.47,74.94,78.01,77.74
2.10,80.49,77.42,79.50,76.61,75.09,78.29,77.90
2.13,80.53,77.44,79.49,76.68,75.07,78.45,77.94
2.17,80.53,77.41,79.41,76.72,75.07,78.57,77.95
2.20,80.73,77.42,79.51,76.78,75.14,78.66,78.04
2.23,80.79,77.41,79.51,76.79,75.15,78.69,78.06
2.27,80.89,77.45,79.61,76.86,75.25,78.75,78.14
2.30,81.09,77.60,79.86,77.03,75.44,78.91,78.32
2.33,81.21,77.65,79.98,77.09,75.53,78.94,78.40
2.37,81.30,77.68,80.09,77.12,75.66,78.93,78.46
2.40,81.66,77.96,80.61,77.47,75.93,79.25,78.81
2.43,81.96,78.20,80.94,77.77,76.09,79.50,79.08
2.47,82.36,78.52,81.40,78.18,76.34,79.86,79.44
2.50,82.46,78.64,81.75,78.38,76.51,80.00,79.62
2.53,82.80,78.95,82.32,78.83,76.97,80.41,80.05
2.57,82.97,79.06,82.59,78.99,77.17,80.57,80.22
2.60,83.04,79.06,82.66,79.01,77.32,80.66,80.29
2.63,83.09,78.99,82.77,78.98,77.57,80.70,80.35
2.67,83.14,78.90,82.63,78.88,77.58,80.60,80.29
2.70,83.12,78.82,82.47,78.70,77.47,80.44,80.17
2.73,82.86,78.53,82.28,78.28,77.37,79.96,79.88
2.77,83.06,78.71,82.59,78.54,77.71,80.34,80.16
2.80,83.26,78.91,82.91,78.99,78.10,81.02,80.53
2.83,83.37,79.01,83.11,79.04,78.21,81.29,80.67
2.87,83.34,79.00,82.82,79.03,77.57,81.43,80.53
2.90,83.17,78.92,82.59,78.98,76.77,81.93,80.39
2.93,82.49,78.58,81.63,79.36,75.48,82.07,79.93
2.97,81.97,78.41,81.27,80.81,74.39,84.16,80.17
3.00,80.48,77.53,79.96,80.81,72.61,84.97,79.39
3.03,80.20,77.53,79.31,82.10,71.33,85.72,79.36
3.07,81.56,78.39,79.17,84.00,71.73,86.83,80.28
3.10,82.44,79.31,78.36,85.61,72.75,87.99,81.08
3.13,82.73,79.66,77.09,86.25,70.57,88.29,80.76
3.17,82.76,79.47,75.90,84.86,72.89,85.22,80.18
3.20,81.71,78.45,76.40,81.79,73.60,82.91,79.14
3.23,82.00,78.69,76.92,81.86,73.04,79.86,78.73
3.27,82.47,80.40,78.57,83.66,72.90,79.64,79.61
3.30,88.01,86.18,87.37,89.14,81.98,86.83,86.59
3.33,90.05,87.83,93.10,90.52,77.65,91.65,88.47
3.37,90.04,86.50,90.22,87.32,75.28,89.49,86.48
3.40,80.03,76.98,81.03,80.95,71.49,85.45,79.32
3.43,78.98,76.04,80.80,76.91,73.20,82.12,78.01
3.47,78.89,75.60,82.63,77.34,73.22,88.98,79.44
3.50,82.17,77.86,84.28,76.39,78.06,85.45,80.70
3.53,82.87,80.62,87.32,77.60,82.63,81.90,82.16
3.57,83.85,82.79,93.63,81.51,84.55,88.83,85.86
3.60,76.03,75.92,90.72,82.42,79.67,94.86,83.27
3.63,74.87,75.81,88.69,88.24,90.73,95.00,85.56
3.67,75.66,76.61,81.41,87.05,93.22,92.23,84.36
3.70,76.08,75.62,79.58,78.04,90.72,87.95,81.33
3.73,75.97,76.48,73.02,72.92,68.21,82.23,74.80
3.77,77.19,78.31,67.35,73.39,69.75,77.10,73.85
3.80,72.29,73.23,65.44,66.01,70.16,67.39,69.09
3.83,74.34,74.20,68.68,67.84,75.22,69.63,71.65
3.87,75.57,74.74,71.78,71.10,78.44,72.61,74.04
3.90,79.09,78.14,70.68,71.09,76.87,72.59,74.74
