timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,93.20,91.36,95.08,96.97,85.48,92.82,92.48
0.03,94.04,96.53,86.43,88.37,89.35,81.60,89.39
0.07,90.53,89.41,86.21,93.35,85.95,95.13,90.10
0.10,94.48,92.08,89.66,97.91,86.06,90.51,91.78
0.13,90.69,89.80,86.48,93.80,83.70,92.68,89.53
0.17,83.51,83.62,81.34,86.83,77.04,95.58,84.65
0.20,84.87,85.02,82.12,89.49,79.25,96.40,86.19
0.23,82.99,83.18,81.17,88.20,77.69,97.63,85.14
0.27,85.56,85.46,83.65,92.09,80.50,94.65,86.98
0.30,85.29,84.97,82.91,91.77,79.06,93.99,86.33
0.33,82.18,81.91,80.27,90.78,76.57,94.86,84.43
0.37,81.60,81.32,79.96,89.95,74.84,94.05,83.62
0.40,81.10,80.75,79.67,89.21,74.29,95.13,83.36
0.43,80.36,79.91,79.54,88.82,73.07,95.51,82.87
0.47,80.81,80.39,79.55,88.66,73.36,96.14,83.15
0.50,82.42,81.89,80.75,90.02,74.46,93.73,83.88
0.53,83.52,82.87,81.79,90.47,75.59,93.05,84.55
0.57,82.96,82.30,82.19,89.92,76.07,94.53,84.66
0.60,83.61,82.80,83.30,90.07,77.30,94.75,85.31
0.63,82.57,81.72,82.39,89.22,77.01,97.64,85.09
0.67,81.63,80.69,81.17,87.47,76.30,96.73,84.00
0.70,81.90,80.74,81.08,86.47,76.08,95.96,83.71
0.73,81.92,80.50,80.88,85.40,75.86,94.00,83.09
0.77,81.86,80.53,80.64,85.34,75.49,94.02,82.98
0.80,81.94,80.65,80.39,85.37,75.09,94.16,82.93
0.83,81.88,80.61,80.24,85.24,74.86,94.43,82.88
0.87,83.39,82.05,81.55,86.59,76.31,95.83,84.29
0.90,83.89,82.55,81.99,87.00,76.67,96.33,84.74
0.93,84.93,83.46,83.28,87.67,78.10,97.27,85.79
0.97,84.79,83.31,83.07,87.36,77.98,95.83,85.39
1.00,84.72,83.09,82.80,86.86,77.52,94.25,84.87
1.03,84.71,82.99,82.79,86.52,77.38,93.45,84.64
1.07,84.50,82.73,82.58,86.29,77.09,93.35,84.42
1.10,84.76,82.91,82.69,86.77,77.55,95.65,85.05
1.13,84.45,82.55,82.27,86.61,77.44,96.20,84.92
1.17,84.40,82.45,82.15,86.78,77.59,96.58,84.99
1.20,84.54,82.60,82.27,87.09,77.83,96.59,85.15
1.23,84.45,82.59,82.14,87.04,78.04,95.88,85.03
1.27,85.82,84.30,83.39,88.10,79.61,94.59,85.97
1.30,87.61,86.44,84.98,89.33,81.53,93.46,87.23
1.33,87.57,86.52,84.96,89.31,81.15,93.42,87.16
1.37,88.65,87.65,86.07,90.58,82.04,93.11,88.02
1.40,87.82,86.68,85.13,90.23,80.85,93.74,87.41
1.43,85.99,84.86,83.22,89.06,78.63,91.75,85.58
1.47,84.70,83.58,81.86,88.25,77.16,89.46,84.17
1.50,84.63,83.46,81.77,88.28,76.92,89.74,84.13
1.53,84.68,83.51,81.84,88.65,76.77,89.89,84.22
1.57,85.28,84.12,82.38,89.56,77.14,91.72,85.03
1.60,85.84,84.33,82.88,90.10,77.57,93.43,85.69
1.63,86.59,84.66,83.54,90.30,78.18,96.32,86.60
1.67,87.21,85.22,84.13,90.98,78.64,97.64,87.30
1.70,87.95,85.96,85.02,91.74,79.37,97.96,88.00
1.73,88.62,86.55,85.73,92.33,80.23,98.30,88.63
1.77,89.76,87.79,87.01,93.02,81.79,98.33,89.62
1.80,90.30,88.29,87.58,93.19,82.64,98.52,90.09
1.83,90.70,88.62,88.03,93.18,83.23,97.98,90.29
1.87,91.11,89.05,88.49,93.46,83.77,97.21,90.52
1.90,91.38,89.40,88.80,93.59,84.36,96.93,90.74
1.93,92.96,91.33,90.50,94.88,86.16,95.04,91.81
1.97,92.86,91.51,90.45,94.88,86.32,94.84,91.81
2.00,93.08,92.03,90.78,95.08,86.59,94.60,92.03
2.03,93.24,92.25,91.05,95.46,86.08,93.40,91.91
2.07,93.72,92.77,91.57,96.09,86.41,92.49,92.18
2.10,94.42,93.46,92.01,97.45,86.80,91.07,92.53
2.13,94.46,93.55,92.11,97.89,86.93,90.85,92.63
2.17,94.49,93.53,91.93,98.21,87.07,91.34,92.76
2.20,94.41,93.43,91.74,98.26,87.15,92.05,92.84
2.23,94.03,93.01,91.22,98.06,86.85,92.38,92.59
2.27,94.02,92.99,91.10,98.10,87.10,92.36,92.61
2.30,93.59,92.51,90.80,97.87,87.50,93.18,92.58
2.33,93.50,92.40,90.55,98.07,88.17,94.39,92.85
2.37,93.47,92.39,90.48,98.15,88.90,95.09,93.08
2.40,93.19,92.17,90.00,97.47,90.08,96.56,93.24
2.43,92.92,92.26,89.80,96.16,92.74,95.64,93.25
2.47,93.00,93.53,87.39,90.02,94.94,88.38,91.21
2.50,92.63,94.31,87.09,88.89,97.99,84.71,90.94
2.53,92.36,94.28,86.29,89.57,95.14,85.25,90.48
2.57,87.36,93.09,84.37,87.55,83.72,84.44,86.75
2.60,86.80,92.43,85.86,87.72,81.93,82.72,86.24
