timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,85.61,86.63,79.62,82.65,82.99,73.16,81.78
0.03,79.83,81.99,72.38,77.02,71.69,70.00,75.49
0.07,86.04,89.43,78.45,85.19,78.84,73.11,81.84
0.10,87.75,93.05,79.39,88.47,85.02,75.98,84.94
0.13,88.53,92.39,79.61,88.43,87.16,77.31,85.57
0.17,87.33,93.89,79.32,86.28,83.52,76.49,84.47
0.20,88.19,93.24,79.03,87.25,86.03,76.31,85.01
0.23,88.91,93.56,80.51,88.47,89.79,77.97,86.53
0.27,88.10,94.36,81.48,90.01,91.67,79.28,87.48
0.30,87.80,93.37,81.44,89.28,90.76,78.87,86.92
0.33,88.83,93.54,82.78,89.31,95.17,79.51,88.19
0.37,88.20,93.31,83.27,88.49,93.02,79.31,87.60
0.40,86.93,93.51,82.13,88.60,92.28,78.10,86.92
0.43,86.74,93.19,80.48,88.06,87.77,76.93,85.53
0.47,86.95,93.75,79.88,89.15,87.63,77.96,85.89
0.50,86.90,93.62,79.58,88.98,88.06,78.54,85.95
0.53,87.18,93.72,79.70,88.74,87.39,78.42,85.86
0.57,87.78,93.59,79.83,89.59,88.39,78.98,86.36
0.60,88.47,92.88,79.72,89.96,87.81,78.76,86.26
0.63,88.67,93.18,80.40,89.99,88.16,78.60,86.50
0.67,88.80,93.21,80.80,89.69,88.17,78.38,86.51
0.70,88.51,93.38,81.09,89.36,87.64,78.04,86.34
0.73,88.27,93.35,81.04,88.96,86.87,77.76,86.04
0.77,88.08,93.32,80.93,88.68,86.43,77.70,85.85
0.80,87.80,93.36,80.48,88.52,85.75,77.32,85.54
0.83,87.61,93.29,79.97,88.14,84.25,77.40,85.11
0.87,87.53,93.26,79.75,87.88,83.73,77.59,84.96
0.90,87.48,93.22,79.70,87.73,83.64,77.58,84.89
0.93,87.49,93.21,79.64,87.78,83.71,77.48,84.89
0.97,87.51,93.21,79.63,87.70,83.58,77.25,84.81
1.00,87.55,93.23,79.75,87.83,83.74,76.95,84.84
1.03,87.65,93.27,80.08,88.09,83.90,77.66,85.11
1.07,87.83,93.43,80.29,88.20,83.97,77.36,85.18
1.10,87.90,93.63,80.33,88.58,83.80,77.35,85.27
1.13,87.87,93.90,80.25,88.82,83.36,77.75,85.32
1.17,87.85,94.01,80.20,88.85,83.14,77.45,85.25
1.20,87.84,94.11,80.64,89.02,83.75,77.50,85.48
1.23,87.69,94.23,80.71,88.69,83.31,77.10,85.29
1.27,87.57,94.25,80.86,88.45,83.25,76.87,85.21
1.30,87.67,94.32,80.92,88.38,83.12,76.83,85.21
1.33,87.78,94.16,81.05,88.08,83.30,76.69,85.17
1.37,87.98,94.08,81.09,87.87,83.55,76.62,85.20
1.40,88.00,94.11,80.86,87.79,83.40,76.68,85.14
1.43,88.06,94.12,80.74,87.55,83.23,76.33,85.00
1.47,88.10,94.01,80.70,87.23,83.12,75.84,84.83
1.50,88.14,93.97,80.68,86.93,83.24,75.57,84.75
1.53,87.98,93.81,80.54,86.70,83.16,75.45,84.61
1.57,87.87,93.76,80.94,86.69,83.65,75.44,84.72
1.60,87.66,93.67,80.82,86.51,83.48,75.68,84.64
1.63,87.57,93.66,80.78,86.49,83.48,76.03,84.67
1.67,87.55,93.66,80.74,86.54,83.58,76.38,84.74
1.70,87.53,93.67,80.71,86.64,83.84,76.62,84.83
1.73,87.50,93.68,80.66,86.83,83.97,77.13,84.96
1.77,87.57,94.04,80.68,87.12,84.05,78.00,85.24
1.80,87.66,94.22,80.79,87.35,84.02,78.34,85.39
1.83,87.64,94.56,80.73,87.40,83.93,78.43,85.45
