timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,44.14,45.41,38.52,40.99,36.80,34.34,40.03
0.03,70.06,70.09,65.03,74.72,54.21,65.22,66.56
0.07,79.25,77.89,70.01,81.23,66.71,81.69,76.13
0.10,81.16,80.34,71.53,79.47,69.87,73.43,75.97
0.13,81.69,80.97,71.64,80.62,70.35,75.96,76.87
0.17,81.56,81.04,71.72,80.23,71.34,76.74,77.11
0.20,81.17,80.84,71.41,81.33,71.11,77.96,77.30
0.23,81.20,80.71,71.59,80.29,71.39,76.48,76.94
0.27,81.46,80.58,71.79,80.65,71.36,76.15,77.00
0.30,81.83,80.87,72.38,81.04,71.59,75.92,77.27
0.33,82.06,80.88,72.45,81.08,72.39,76.13,77.50
0.37,82.07,80.74,72.48,80.38,72.66,74.99,77.22
0.40,82.32,80.94,72.11,79.68,72.67,74.41,77.02
0.43,82.34,80.78,72.14,79.29,73.06,73.70,76.89
0.47,82.39,80.77,72.31,79.34,73.18,74.03,77.00
0.50,82.51,80.94,72.51,79.69,73.04,74.54,77.20
0.53,79.08,78.80,67.90,82.99,70.12,75.65,75.76
0.57,77.78,77.86,69.36,84.07,68.70,81.72,76.58
0.60,77.99,77.95,69.28,82.34,69.43,78.49,75.91
0.63,76.21,76.28,67.12,81.61,67.66,77.74,74.44
0.67,76.72,76.86,68.71,80.77,68.70,76.36,74.69
0.70,79.44,79.10,70.70,79.54,71.46,73.90,75.69
0.73,79.54,78.98,70.24,81.42,70.15,75.77,76.01
0.77,79.53,78.98,70.18,81.33,70.08,75.73,75.97
0.80,79.52,78.98,70.16,81.32,70.06,75.65,75.95
0.83,79.51,78.98,70.15,81.30,70.04,75.65,75.94
0.87,79.51,78.98,70.15,81.29,70.01,75.68,75.94
0.90,79.50,78.99,70.17,81.30,69.99,75.68,75.94
0.93,79.49,78.99,70.16,81.30,70.11,75.69,75.96
0.97,79.48,78.99,70.18,81.32,70.31,75.70,76.00
1.00,79.47,79.00,70.16,81.32,70.36,75.62,75.99
1.03,79.50,79.02,70.21,81.34,70.74,75.48,76.05
1.07,79.52,79.05,70.28,81.41,70.92,75.42,76.10
1.10,79.55,79.07,70.29,81.58,70.96,75.36,76.13
1.13,79.58,79.10,70.30,81.57,71.14,75.13,76.14
1.17,79.62,79.14,70.32,81.54,71.27,75.12,76.17
1.20,79.66,79.19,70.34,81.61,71.33,75.15,76.21
1.23,79.70,79.25,70.34,81.69,71.39,75.12,76.25
1.27,79.71,79.27,70.35,81.69,71.46,75.09,76.26
1.30,79.72,79.31,70.36,81.75,71.50,75.09,76.29
1.33,79.71,79.35,70.35,81.87,71.53,75.15,76.33
1.37,79.73,79.39,70.36,82.05,71.54,75.39,76.41
1.40,79.75,79.43,70.37,82.08,71.51,75.34,76.41
1.43,79.75,79.45,70.36,82.06,71.32,75.31,76.38
1.47,78.44,78.18,69.71,82.93,70.46,75.90,75.94
1.50,76.76,76.80,68.79,82.19,69.76,75.13,74.91
1.53,75.10,75.14,66.49,81.19,66.52,74.31,73.13
1.57,74.48,74.50,65.82,80.53,65.50,74.19,72.50
1.60,74.42,74.36,66.15,80.21,65.40,74.00,72.42
1.63,71.08,70.90,67.83,72.91,62.37,58.38,67.25
1.67,70.78,70.58,66.09,72.76,62.28,62.45,67.49
1.70,71.64,71.47,66.78,74.43,63.39,66.12,68.97
1.73,71.42,71.09,64.92,74.21,62.19,68.07,68.65
1.77,72.38,72.11,65.82,75.44,63.56,70.41,69.95
1.80,72.72,72.49,64.65,75.95,63.76,71.62,70.20
1.83,73.14,72.97,64.60,76.92,64.51,72.44,70.76
1.87,73.26,73.09,63.92,77.84,64.44,73.52,71.01
1.90,74.11,74.00,64.40,79.14,65.64,75.51,72.14
1.93,74.23,73.98,64.49,79.38,65.53,76.67,72.38
1.97,74.49,74.29,65.28,79.67,66.07,77.33,72.85
2.00,74.64,74.46,66.43,79.89,66.35,78.88,73.44
2.03,34.76,34.69,30.00,32.73,26.15,29.58,31.32
2.07,29.37,29.31,24.70,26.90,21.44,24.50,26.04
2.10,47.27,46.71,38.44,45.03,35.80,42.84,42.68
2.13,55.07,54.47,45.33,54.48,41.30,50.88,50.26
2.17,64.82,64.17,55.00,69.01,52.66,66.62,62.05
2.20,65.71,64.82,55.44,72.08,53.90,68.97,63.49
2.23,68.86,68.65,58.45,80.05,59.02,77.33,68.73
2.27,71.64,72.23,61.69,82.98,64.26,78.68,71.91
2.30,73.96,74.45,61.52,79.59,63.56,77.45,71.76
2.33,75.86,75.51,61.32,75.86,61.98,74.53,70.84
2.37,75.47,75.96,59.23,74.89,59.09,70.51,69.19
2.40,74.25,75.08,57.45,74.73,57.18,68.31,67.83
2.43,74.65,75.54,56.71,73.27,53.98,63.55,66.28
2.47,25.12,25.17,21.58,23.21,19.09,20.80,22.49
2.50,22.99,23.07,18.67,21.10,17.63,20.28,20.62
2.53,47.09,47.12,39.06,51.57,40.18,53.14,46.36
2.57,59.45,59.31,45.89,79.19,47.47,64.95,59.38
2.60,53.36,53.07,43.06,55.34,45.26,56.26,51.06
2.63,46.11,45.72,39.78,45.05,42.66,50.15,44.91
2.67,58.91,57.86,50.73,54.32,48.76,57.72,54.72
2.70,34.89,22.91,32.37,18.67,34.78,22.84,27.74
2.73,39.16,40.17,34.05,43.87,34.12,51.23,40.43
2.77,65.40,66.78,57.61,72.47,45.85,73.10,63.53
2.80,69.88,70.71,60.54,76.25,47.16,70.84,65.90
2.83,77.71,78.23,66.65,84.48,49.93,66.05,70.51
2.87,83.69,83.42,72.36,84.99,52.19,64.22,73.48
2.90,84.04,83.22,77.35,79.97,54.58,62.98,73.69
2.93,84.25,83.59,80.54,79.54,56.32,67.33,75.26
2.97,85.91,84.30,84.10,79.63,56.26,67.29,76.25
3.00,85.50,84.05,85.75,79.29,56.78,70.03,76.90
3.03,84.46,84.01,85.34,79.47,60.47,70.29,77.34
3.07,83.95,84.01,84.58,81.47,63.05,69.10,77.69
3.10,83.73,83.62,84.13,82.50,63.80,68.88,77.78
