timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,54.70,56.91,55.04,56.22,51.06,53.37,54.55
0.03,77.32,83.50,80.32,79.64,79.99,79.20,79.99
0.07,71.38,77.59,71.85,73.50,68.39,69.87,72.10
0.10,67.86,71.31,68.31,66.60,64.60,63.66,67.06
0.13,77.13,80.78,78.47,78.89,73.31,77.31,77.65
0.17,77.13,81.65,78.04,78.23,74.68,75.05,77.46
0.20,72.53,74.72,72.69,72.89,70.65,71.86,72.55
0.23,74.52,76.48,75.17,74.41,72.79,73.20,74.43
0.27,70.60,73.24,70.64,69.57,68.78,68.50,70.22
0.30,69.95,71.76,69.31,68.69,65.96,66.89,68.76
0.33,70.98,72.99,69.59,72.04,66.11,71.41,70.52
0.37,68.79,69.81,68.52,67.09,65.31,65.76,67.54
0.40,69.54,70.74,68.67,67.81,64.64,66.47,67.98
0.43,70.78,72.14,70.33,69.80,66.82,68.71,69.76
0.47,73.27,75.07,72.64,72.51,68.38,71.30,72.19
0.50,74.47,76.63,73.47,74.02,69.17,73.68,73.57
0.53,76.60,79.19,75.74,76.74,71.07,75.11,75.74
0.57,77.71,81.65,76.68,79.94,71.18,78.42,77.60
0.60,78.00,82.60,76.99,80.89,70.45,78.51,77.91
0.63,76.41,81.29,75.01,79.80,68.68,76.08,76.21
0.67,77.39,79.45,75.82,79.52,71.89,77.22,76.88
0.70,79.38,81.24,78.08,81.71,74.16,79.26,78.97
0.73,81.07,83.45,81.53,84.71,76.75,82.45,81.66
0.77,84.68,86.47,87.75,89.47,83.41,89.94,86.95
0.80,80.80,83.38,84.87,86.64,83.61,87.30,84.43
0.83,69.34,70.51,70.66,75.67,67.58,83.45,72.87
0.87,67.86,69.87,70.11,79.29,76.97,87.09,75.20
0.90,69.57,72.27,72.88,80.14,71.34,89.57,75.96
0.93,72.09,75.24,77.01,82.37,67.48,92.18,77.73
0.97,73.52,76.12,78.31,80.24,67.70,90.75,77.78
1.00,72.96,71.89,80.09,78.85,65.41,92.25,76.91
1.03,74.11,72.16,77.21,81.23,67.07,87.19,76.49
1.07,75.93,72.60,89.02,85.89,79.65,77.20,80.05
1.10,77.11,72.95,84.63,82.06,83.30,79.86,79.99
1.13,73.48,72.05,81.92,85.55,80.95,82.38,79.39
1.17,75.45,74.52,78.50,86.79,84.70,87.16,81.19
1.20,77.19,76.78,73.79,83.24,81.05,94.84,81.15
1.23,79.34,80.46,70.55,80.63,74.57,89.70,79.21
1.27,80.86,81.07,67.57,76.29,66.86,80.90,75.59
1.30,82.92,83.37,64.64,75.39,61.94,74.67,73.82
1.33,85.22,86.68,63.46,72.20,59.94,69.15,72.78
1.37,83.73,84.23,64.33,68.86,58.48,61.52,70.19
1.40,67.77,68.72,73.30,54.58,69.04,44.78,63.03
1.43,58.56,60.11,67.95,53.68,89.10,43.66,62.18
1.47,55.53,57.95,63.06,54.67,83.88,45.80,60.15
1.50,60.40,63.28,67.15,61.82,83.59,53.14,64.90
1.53,63.80,65.81,66.88,65.55,80.96,58.15,66.86
1.57,72.92,74.93,72.84,77.29,85.59,67.54,75.18
1.60,96.61,91.78,92.65,89.85,89.25,86.10,91.04
1.63,88.15,84.02,91.25,78.26,88.42,82.83,85.49
