timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,80.81,81.17,77.46,73.05,82.71,73.95,78.19
0.03,80.93,91.04,76.29,81.73,86.55,80.79,82.89
0.07,78.52,90.14,75.13,83.68,79.36,81.37,81.37
0.10,79.51,90.68,75.94,83.42,81.66,82.82,82.34
0.13,79.75,89.56,76.50,81.88,83.62,83.31,82.44
0.17,79.82,89.25,76.23,81.44,83.45,82.80,82.16
0.20,79.32,90.62,75.67,82.08,81.68,83.59,82.16
0.23,79.56,90.60,76.57,82.33,82.69,84.04,82.63
0.27,79.07,89.48,75.94,82.38,84.34,85.15,82.73
0.30,79.39,90.37,76.54,82.97,83.28,85.11,82.94
0.33,79.45,90.78,76.60,83.06,81.42,84.49,82.63
0.37,79.60,90.18,76.74,83.16,83.11,85.16,82.99
0.40,79.49,89.98,76.44,83.00,82.86,84.59,82.73
0.43,79.30,90.13,76.12,82.98,82.80,84.71,82.67
0.47,79.31,89.96,76.06,82.91,83.60,85.19,82.84
0.50,79.19,90.04,75.62,83.00,82.89,85.66,82.73
0.53,79.26,90.09,75.62,83.07,82.86,86.14,82.84
0.57,79.38,90.08,75.84,82.95,83.02,86.22,82.91
0.60,79.52,90.00,76.01,82.95,83.26,86.01,82.96
0.63,79.64,90.01,76.04,82.95,83.01,85.69,82.89
0.67,79.65,90.12,76.11,82.93,82.75,85.39,82.83
0.70,79.68,90.18,76.23,82.94,82.78,85.33,82.86
0.73,79.58,90.12,76.29,82.89,82.83,85.21,82.82
0.77,79.50,89.99,76.25,82.74,82.86,85.11,82.74
0.80,79.37,89.96,76.15,82.69,82.92,85.11,82.70
0.83,79.24,89.86,76.13,82.55,83.05,85.01,82.64
0.87,79.20,89.79,76.14,82.36,83.00,84.77,82.54
0.90,79.19,89.73,76.11,82.18,82.99,84.62,82.47
0.93,79.10,89.69,76.09,82.15,83.07,84.63,82.45
0.97,79.01,89.62,76.00,82.08,82.99,84.69,82.40
1.00,78.98,89.57,76.00,82.07,83.00,84.70,82.39
1.03,78.94,89.58,75.99,82.09,82.89,84.73,82.37
1.07,78.94,89.60,75.96,82.09,82.69,84.76,82.34
1.10,78.93,89.58,75.92,82.04,82.55,84.58,82.27
1.13,78.86,89.55,75.77,81.99,82.55,84.43,82.19
1.17,78.82,89.56,75.60,81.97,82.46,84.17,82.10
1.20,78.78,89.60,75.49,82.01,82.35,84.12,82.06
1.23,78.75,89.65,75.43,82.04,82.21,84.14,82.04
1.27,78.74,89.70,75.41,82.07,82.05,84.16,82.02
1.30,78.75,89.65,75.48,82.00,82.14,83.94,81.99
1.33,78.75,89.66,75.49,81.96,82.21,83.53,81.93
1.37,78.80,89.68,75.48,81.91,82.15,82.68,81.78
1.40,78.88,89.66,75.51,81.93,82.13,81.52,81.61
1.43,78.97,89.67,75.52,81.95,82.09,80.93,81.52
1.47,79.03,89.64,75.56,81.95,82.08,80.66,81.49
1.50,79.09,89.64,75.57,81.95,82.03,80.63,81.48
1.53,79.11,89.67,75.56,82.01,81.95,80.69,81.50
1.57,79.11,89.73,75.55,82.13,81.90,81.05,81.58
1.60,79.12,89.87,75.54,82.24,81.84,81.22,81.64
1.63,79.11,89.95,75.52,82.31,81.77,81.39,81.67
1.67,79.12,90.04,75.50,82.38,81.73,81.66,81.74
1.70,79.14,90.11,75.51,82.47,81.70,82.07,81.83
1.73,79.10,90.16,75.49,82.48,81.62,82.39,81.87
1.77,79.07,90.24,75.47,82.48,81.53,82.53,81.89
1.80,79.09,90.35,75.45,82.47,81.43,82.62,81.90
1.83,79.12,90.42,75.45,82.46,81.31,82.90,81.94
1.87,79.15,90.45,75.41,82.41,80.91,82.86,81.86
1.90,79.17,90.46,75.38,82.38,80.49,82.86,81.79
1.93,79.17,90.47,75.31,82.37,80.19,82.79,81.71
1.97,79.16,90.46,75.32,82.30,79.94,82.74,81.65
2.00,78.55,84.16,74.94,76.24,82.97,76.00,78.81
2.03,77.12,81.18,71.84,74.60,80.13,74.12,76.50
2.07,76.56,80.30,70.87,73.88,80.38,75.17,76.19
2.10,75.98,77.35,70.19,71.03,77.84,72.34,74.12
2.13,78.13,86.69,72.13,78.28,78.67,80.77,79.11
2.17,77.76,82.27,71.58,74.16,81.33,75.55,77.11
2.20,76.88,80.14,70.21,72.83,78.87,73.67,75.44
2.23,77.72,81.22,72.49,73.46,79.70,75.71,76.72
2.27,76.91,78.91,70.10,71.19,77.38,73.22,74.62
2.30,76.66,79.52,67.83,72.26,68.88,73.54,73.11
2.33,76.48,79.60,68.85,72.72,76.14,74.95,74.79
2.37,77.03,81.58,71.10,74.61,81.61,76.12,77.01
2.40,78.39,84.34,73.16,78.03,86.82,77.94,79.78
2.43,78.60,86.64,71.95,82.31,87.40,79.51,81.07
2.47,78.68,85.87,72.28,81.11,88.43,76.37,80.46
2.50,78.35,83.03,71.53,78.22,86.57,70.10,77.97
2.53,78.17,82.28,71.08,76.94,87.84,70.14,77.74
2.57,78.58,83.39,72.25,76.66,80.63,70.89,77.07
2.60,79.36,85.59,75.68,77.40,81.18,72.84,78.67
2.63,79.00,84.56,76.22,76.30,74.76,72.04,77.15
2.67,79.20,85.11,81.19,76.73,78.44,70.68,78.56
2.70,79.43,86.29,84.25,74.60,79.49,72.62,79.45
2.73,79.70,87.91,84.48,74.49,65.91,76.25,78.12
2.77,79.97,88.89,85.20,70.23,77.84,69.08,78.54
2.80,80.59,89.52,92.12,67.68,83.65,68.21,80.30
2.83,80.62,89.03,88.37,68.08,82.62,65.70,79.07
2.87,81.19,89.03,84.61,69.87,50.96,58.03,72.28
2.90,81.59,88.50,87.61,69.75,75.51,41.79,74.13
2.93,80.68,89.03,87.04,70.48,80.62,62.89,78.46
2.97,80.18,89.08,85.02,70.50,84.31,70.48,79.93
3.00,80.54,89.31,83.85,69.63,88.16,65.98,79.58
3.03,80.58,89.12,81.60,69.86,85.67,68.16,79.16
3.07,80.46,89.01,80.00,69.40,82.52,69.64,78.50
3.10,80.32,88.19,80.60,70.99,91.51,70.38,80.33
3.13,79.94,87.42,79.11,72.98,88.56,70.72,79.79
3.17,79.94,87.24,80.28,72.60,92.54,69.79,80.40
3.20,79.81,86.51,78.97,72.83,90.47,69.05,79.61
3.23,78.77,84.63,77.17,74.92,88.77,70.49,79.13
3.27,76.87,81.99,76.25,77.75,89.52,74.94,79.55
3.30,75.29,79.79,73.67,79.96,86.16,77.46,78.72
3.33,75.00,79.35,73.02,80.67,85.85,78.43,78.72
3.37,74.94,79.26,72.89,80.85,85.82,78.27,78.67
3.40,75.02,79.28,72.94,81.10,86.76,78.67,78.96
3.43,75.04,79.19,72.85,81.27,86.24,78.91,78.92
3.47,75.00,79.11,72.74,81.38,86.12,78.70,78.84
3.50,75.18,79.29,72.92,81.28,86.33,78.56,78.93
3.53,75.22,79.27,73.06,81.37,85.78,78.60,78.88
3.57,75.37,79.45,73.21,81.18,85.90,78.41,78.92
3.60,75.37,79.58,73.46,80.31,86.17,78.10,78.83
3.63,75.79,80.31,75.25,79.24,89.50,77.47,79.60
3.67,76.22,80.83,75.68,75.34,88.96,74.73,78.63
3.70,76.23,80.81,75.63,74.52,88.82,74.15,78.36
3.73,76.08,80.60,74.92,75.07,87.65,74.27,78.10
3.77,75.94,80.40,73.41,75.15,80.47,73.73,76.52
3.80,75.95,80.37,72.89,74.86,77.47,73.08,75.77
3.83,75.65,80.14,72.56,75.90,77.08,73.78,75.85
3.87,75.63,80.22,72.69,75.97,77.18,73.72,75.90
3.90,75.60,80.30,73.32,76.47,79.66,74.83,76.70
3.93,75.27,80.02,73.06,77.74,80.62,76.30,77.17
3.97,75.24,80.00,72.88,78.05,80.77,76.58,77.26
4.00,75.35,80.15,73.12,78.11,81.64,76.85,77.54
4.03,75.50,80.34,73.34,77.51,82.11,76.97,77.63
4.07,75.59,80.45,73.52,77.34,82.67,76.99,77.76
4.10,75.80,80.70,73.83,77.19,83.18,76.78,77.91
4.13,76.00,80.96,74.13,77.11,83.98,76.63,78.13
4.17,76.19,81.18,74.12,76.95,83.94,76.49,78.14
4.20,76.42,81.37,74.40,76.73,81.26,76.28,77.74
4.23,76.73,81.76,74.90,76.28,81.25,76.09,77.84
4.27,76.86,81.88,75.09,76.49,80.94,76.20,77.91
4.30,76.87,81.88,75.27,78.07,81.04,77.04,78.36
4.33,76.64,81.51,74.80,78.96,83.79,77.80,78.92
4.37,76.39,81.19,74.47,79.49,85.39,78.19,79.19
4.40,76.32,81.09,74.29,79.63,85.88,78.28,79.25
4.43,76.39,81.20,73.93,79.62,80.61,78.28,78.34
4.47,76.60,81.47,73.70,79.03,79.53,77.95,78.05
4.50,76.91,81.86,74.08,78.68,79.91,76.98,78.07
4.53,76.84,81.81,74.15,78.95,79.47,77.22,78.07
4.57,76.41,81.38,73.88,79.74,78.78,77.04,77.87
4.60,76.65,81.78,74.24,79.94,74.48,76.24,77.22
4.63,77.00,82.39,74.97,80.09,75.13,75.01,77.43
4.67,77.62,83.27,76.98,80.30,85.19,73.66,79.50
4.70,78.40,84.27,78.92,79.50,90.43,73.27,80.80
4.73,79.66,85.86,80.99,78.77,95.18,72.09,82.09
4.77,79.92,86.43,81.55,78.59,97.15,72.25,82.65
4.80,79.79,86.72,81.78,77.74,96.26,72.08,82.40
4.83,79.38,86.40,81.79,78.17,93.39,72.83,81.99
4.87,79.09,86.02,82.13,78.38,92.12,73.73,81.91
4.90,79.44,86.99,83.95,77.69,90.48,74.03,82.09
4.93,79.31,87.25,83.86,77.51,88.35,74.13,81.73
4.97,79.07,87.30,83.27,77.49,87.20,74.47,81.47
5.00,78.84,87.26,82.71,77.60,86.55,74.60,81.26
5.03,78.93,87.53,82.71,77.46,86.04,74.61,81.21
5.07,79.30,88.39,83.29,77.01,85.19,74.15,81.22
5.10,79.58,89.05,83.81,76.64,85.22,74.02,81.39
5.13,79.77,89.31,84.09,75.12,85.15,71.90,80.89
5.17,79.70,89.23,83.95,74.67,84.60,71.53,80.61
5.20,79.57,89.38,83.70,74.66,84.08,70.89,80.38
5.23,79.52,89.74,83.53,74.67,83.60,71.22,80.38
5.27,79.46,89.68,83.32,74.40,83.03,71.32,80.20
5.30,79.29,89.38,82.42,74.84,82.78,72.48,80.20
5.33,79.26,89.34,82.22,75.03,82.54,72.95,80.22
5.37,79.24,89.21,81.95,75.15,82.22,73.75,80.25
5.40,79.13,88.38,80.84,76.46,81.90,74.98,80.28
5.43,78.96,87.50,79.36,77.55,79.80,76.53,79.95
5.47,78.96,87.20,78.44,78.03,77.07,77.54,79.54
5.50,79.04,87.23,76.73,78.53,74.58,79.97,79.35
5.53,78.75,86.71,76.87,79.98,75.46,84.53,80.38
5.57,78.71,86.49,76.76,80.17,75.42,86.28,80.64
5.60,78.95,86.74,78.10,79.92,76.43,86.08,81.03
5.63,78.90,86.57,78.33,80.28,76.17,87.18,81.24
5.67,78.85,86.45,78.89,81.12,75.96,93.19,82.41
5.70,78.66,86.09,79.94,81.82,76.73,96.01,83.21
5.73,78.61,85.88,80.91,82.65,77.41,93.38,83.14
5.77,82.15,90.60,89.41,81.68,75.59,96.19,85.94
5.80,82.24,90.27,89.11,82.59,74.85,92.91,85.33
