timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,91.60,91.65,90.31,89.95,82.85,90.62,89.50
0.03,93.95,95.33,88.07,88.30,82.81,79.38,87.97
0.07,87.48,87.55,86.96,89.54,81.42,89.98,87.15
0.10,93.04,91.81,88.88,91.73,84.42,91.51,90.23
0.13,90.79,89.82,88.55,88.87,83.67,90.97,88.78
0.17,89.41,88.15,88.05,88.19,81.36,92.03,87.86
0.20,92.08,90.44,89.21,89.68,83.74,88.57,88.95
0.23,90.88,89.68,89.15,88.73,83.10,90.16,88.62
0.27,89.95,89.05,88.24,88.42,82.06,90.73,88.08
0.30,90.87,90.08,88.94,89.01,82.94,89.87,88.62
0.33,91.32,90.44,89.83,89.10,83.14,89.16,88.83
0.37,90.73,89.81,89.03,88.43,82.04,89.72,88.29
0.40,91.38,90.39,90.09,88.92,82.68,88.64,88.68
0.43,90.87,90.02,89.63,88.62,82.13,89.68,88.49
0.47,90.89,89.91,89.45,88.57,82.02,89.94,88.47
0.50,91.80,90.53,89.59,88.63,82.60,88.43,88.60
0.53,91.68,90.36,89.53,88.50,82.32,88.87,88.54
0.57,91.67,90.28,89.33,88.40,82.08,88.78,88.42
0.60,91.39,90.04,89.18,88.28,81.78,89.01,88.28
0.63,91.23,89.92,88.96,88.21,81.60,89.63,88.26
0.67,91.77,90.25,89.30,88.31,82.11,89.07,88.47
0.70,92.31,90.67,89.51,88.45,82.68,88.72,88.72
0.73,92.34,90.79,89.54,88.58,82.74,89.13,88.85
0.77,91.86,90.57,89.28,88.65,82.29,89.73,88.73
0.80,91.61,90.45,89.21,88.90,82.09,90.15,88.73
0.83,91.73,90.56,89.11,89.01,82.25,89.84,88.75
0.87,91.68,90.54,88.95,88.98,82.34,89.41,88.65
0.90,92.14,90.91,89.01,88.99,82.54,88.43,88.67
0.93,92.39,91.13,89.05,89.00,82.64,88.02,88.71
0.97,92.72,91.37,89.21,89.01,82.90,87.45,88.78
1.00,93.11,91.65,89.49,89.21,83.45,86.94,88.97
1.03,93.34,91.85,89.41,89.25,83.81,86.34,89.00
1.07,93.39,91.94,89.30,89.20,83.93,86.06,88.97
1.10,94.13,92.16,89.44,88.65,84.97,84.46,88.97
1.13,94.12,92.03,89.20,88.34,85.19,83.72,88.77
1.17,94.09,91.97,89.07,88.00,85.44,83.10,88.61
1.20,93.89,91.94,88.97,87.81,85.41,82.97,88.50
1.23,93.77,91.39,88.66,87.18,85.93,82.19,88.19
1.27,93.66,91.29,88.58,87.09,85.93,82.18,88.12
1.30,93.27,90.03,88.22,86.59,86.09,81.48,87.62
1.33,93.21,89.39,88.23,86.41,86.11,81.64,87.50
1.37,93.25,89.17,88.19,86.40,86.05,82.13,87.53
1.40,93.16,88.91,88.00,86.27,85.98,81.96,87.38
1.43,93.11,88.76,87.82,86.19,85.95,81.79,87.27
1.47,92.88,88.36,87.58,85.96,86.05,81.40,87.04
1.50,92.71,88.03,87.46,85.71,86.19,81.00,86.85
1.53,92.57,87.87,87.33,85.63,86.12,80.78,86.72
1.57,92.43,87.69,87.20,85.49,86.01,80.51,86.56
1.60,92.50,87.66,87.29,85.49,86.03,80.47,86.57
1.63,92.62,87.68,87.37,85.48,86.39,80.49,86.67
1.67,92.60,87.60,87.35,85.47,86.70,80.50,86.70
1.70,92.90,87.80,87.61,85.61,87.03,80.67,86.94
1.73,92.68,87.56,87.54,85.41,87.46,80.31,86.83
1.77,92.82,87.65,87.65,85.51,87.59,80.31,86.92
1.80,92.96,87.74,87.78,85.63,87.69,80.30,87.02
1.83,93.16,87.88,87.96,85.69,87.72,80.03,87.07
1.87,93.34,88.00,88.07,85.78,87.60,80.05,87.14
1.90,93.45,88.09,88.15,85.85,87.48,80.10,87.18
1.93,93.62,88.19,88.31,85.97,87.57,80.26,87.32
1.97,93.80,88.34,88.45,86.05,87.57,80.51,87.45
2.00,93.84,88.45,88.49,86.19,87.68,80.75,87.57
2.03,93.79,88.54,88.50,86.28,87.75,81.04,87.65
2.07,93.72,88.60,88.50,86.48,87.78,81.41,87.75
2.10,93.53,88.80,88.37,86.77,87.62,82.15,87.87
2.13,93.30,90.28,89.50,87.70,86.54,85.14,88.74
2.17,92.74,90.46,89.56,87.81,85.99,86.41,88.83
2.20,92.31,90.35,89.40,87.72,85.63,87.21,88.77
2.23,92.01,90.22,89.07,87.85,85.30,87.60,88.68
2.27,91.83,90.17,89.03,88.13,85.25,88.23,88.77
2.30,91.32,89.97,88.83,88.73,84.68,89.21,88.79
2.33,91.39,89.99,88.87,89.03,85.16,89.28,88.95
2.37,91.67,90.20,89.01,90.15,86.14,89.60,89.46
2.40,91.91,90.22,89.14,89.40,87.77,88.83,89.55
2.43,92.16,90.25,89.46,89.11,90.27,88.32,89.93
2.47,90.28,89.16,84.90,84.21,84.48,81.70,85.79
2.50,89.95,88.72,85.18,84.28,84.32,82.07,85.75
2.53,88.87,87.43,86.04,84.94,82.17,83.34,85.46
2.57,89.54,89.06,84.07,87.83,85.66,84.62,86.80
2.60,87.47,87.12,83.32,84.25,83.84,78.85,84.14
2.63,87.67,87.16,85.57,83.33,81.83,79.04,84.10
2.67,85.84,85.79,87.30,83.56,78.18,82.09,83.79
2.70,87.11,87.35,91.09,79.26,76.16,75.77,82.79
2.73,87.91,88.45,87.35,74.67,66.17,68.23,78.80
2.77,86.91,91.36,79.88,79.17,74.36,62.57,79.04
2.80,86.84,91.52,85.39,84.44,82.78,81.04,85.33
2.83,86.78,91.33,86.21,87.08,83.93,81.60,86.15
2.87,85.49,88.28,80.47,96.22,80.56,92.66,87.28
2.90,84.25,87.53,74.06,87.83,59.34,83.11,79.35
2.93,81.95,85.67,75.62,91.35,61.90,85.37,80.31
2.97,81.40,84.69,75.68,94.77,62.41,93.12,82.01
3.00,80.00,82.63,75.71,99.87,70.46,96.51,84.20
3.03,80.02,82.21,75.43,96.74,70.03,95.09,83.25
3.07,79.17,80.71,73.99,94.55,69.49,92.25,81.69
3.10,79.36,79.89,73.27,92.38,67.23,90.16,80.38
3.13,78.48,78.99,72.61,91.09,68.56,88.81,79.76
3.17,78.01,78.53,72.45,90.30,69.22,87.28,79.30
3.20,77.62,78.14,72.15,89.98,69.35,86.69,78.99
3.23,77.18,77.61,71.66,89.75,68.89,85.92,78.50
3.27,75.95,76.26,70.45,88.61,69.02,83.33,77.27
3.30,75.26,75.51,69.75,87.46,71.29,81.98,76.87
3.33,74.27,74.49,69.15,86.72,72.77,81.61,76.50
3.37,74.32,74.52,69.22,86.92,72.49,81.82,76.55
3.40,74.25,74.43,71.93,86.81,78.63,81.30,77.89
3.43,74.32,74.49,72.94,87.01,79.86,81.47,78.35
3.47,74.29,74.45,73.40,87.11,80.16,81.51,78.49
3.50,74.31,74.40,70.02,87.43,67.85,81.65,75.94
3.53,74.55,74.59,68.42,87.92,62.67,82.21,75.06
3.57,74.79,74.79,68.48,88.46,64.66,82.54,75.62
3.60,74.73,74.82,68.84,88.80,71.87,82.78,76.97
3.63,74.59,74.73,72.74,88.06,79.43,82.45,78.66
3.67,74.32,74.44,73.86,86.45,79.50,81.76,78.39
3.70,73.81,73.84,73.43,84.99,78.32,81.15,77.59
3.73,73.72,73.66,73.19,85.15,77.66,80.83,77.37
3.77,73.66,73.53,73.04,85.24,77.19,80.59,77.21
3.80,73.61,73.42,72.92,85.39,76.63,80.44,77.07
3.83,73.45,73.24,71.95,85.47,76.18,80.28,76.76
3.87,73.56,73.32,71.60,85.83,76.02,80.49,76.80
3.90,74.36,74.11,72.85,86.87,77.56,81.12,77.81
3.93,74.83,74.53,73.56,87.73,78.19,81.70,78.42
3.97,75.35,75.01,74.14,88.11,78.56,81.98,78.86
4.00,75.68,75.31,74.94,88.38,79.61,82.10,79.34
4.03,76.05,75.68,75.49,88.98,79.70,82.49,79.73
4.07,76.31,75.94,75.90,89.47,80.13,82.90,80.11
4.10,76.64,76.27,76.41,90.27,80.69,83.46,80.62
4.13,77.04,76.66,77.01,91.06,81.33,83.91,81.17
