timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,95.98,90.61,97.48,89.84,89.55,90.26,92.29
0.03,94.29,89.38,96.65,87.13,90.12,87.74,90.89
0.07,93.90,92.26,97.04,93.77,92.14,91.64,93.46
0.10,94.14,91.55,96.91,94.57,96.24,95.54,94.83
0.13,93.52,91.82,96.48,95.14,98.69,95.97,95.27
0.17,95.62,91.69,98.00,91.01,93.76,90.67,93.46
0.20,95.44,89.97,98.47,88.69,91.24,87.21,91.84
0.23,95.96,90.63,98.80,90.44,93.16,89.92,93.15
0.27,94.60,90.31,97.50,91.07,95.09,90.39,93.16
0.30,94.49,89.88,97.15,90.70,94.78,90.11,92.85
0.33,95.61,89.74,98.36,89.50,92.12,88.38,92.28
0.37,96.10,89.50,97.71,89.22,92.09,88.18,92.13
0.40,95.86,90.01,97.12,90.58,92.75,90.22,92.76
0.43,95.40,90.27,97.24,90.88,93.95,90.62,93.06
0.47,95.55,90.45,97.64,90.58,93.83,90.13,93.03
0.50,95.62,90.15,97.83,89.76,92.40,89.49,92.54
0.53,95.39,90.23,99.34,90.18,94.67,90.22,93.34
0.57,94.84,89.97,98.60,90.40,95.76,90.38,93.33
0.60,94.58,89.63,97.75,90.13,95.76,90.12,93.00
0.63,94.37,89.44,96.96,90.00,95.86,89.81,92.74
0.67,94.22,89.20,96.78,89.75,96.14,89.66,92.63
0.70,94.16,88.97,97.32,89.45,96.14,89.43,92.58
0.73,94.33,88.65,98.68,88.52,95.54,88.29,92.33
0.77,94.28,88.59,99.04,88.54,95.51,88.36,92.39
0.80,94.47,88.62,99.54,88.35,95.08,88.58,92.44
0.83,94.63,88.66,98.96,88.07,94.34,88.31,92.16
0.87,94.77,88.71,98.86,88.10,94.26,88.33,92.17
0.90,94.87,88.77,99.00,88.24,94.42,88.63,92.32
0.93,94.89,88.85,99.20,88.55,94.69,89.24,92.57
0.97,94.90,88.89,99.30,88.77,94.84,89.68,92.73
1.00,94.93,88.89,99.16,88.78,94.76,89.70,92.70
1.03,94.98,88.88,99.01,88.75,94.62,89.62,92.64
1.07,95.07,88.83,98.74,88.62,94.35,89.43,92.51
1.10,95.19,88.76,98.46,88.46,94.02,89.22,92.35
1.13,95.41,88.72,98.10,88.39,93.87,89.07,92.26
1.17,95.61,88.69,97.63,88.25,93.58,88.86,92.10
1.20,95.54,88.89,97.75,88.76,94.09,89.29,92.39
1.23,95.64,88.79,97.55,88.41,93.67,88.68,92.13
