timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,67.81,66.67,69.06,67.21,66.37,62.79,66.65
0.03,75.54,75.23,75.58,71.71,78.22,73.98,75.04
0.07,76.60,75.76,76.74,75.84,76.63,76.44,76.34
0.10,80.14,79.29,79.36,77.45,77.98,75.92,78.36
0.13,80.68,77.69,79.35,76.76,77.38,75.93,77.97
0.17,71.82,69.05,69.73,65.01,67.29,63.47,67.73
0.20,72.80,70.44,71.74,65.57,69.81,64.26,69.11
0.23,86.23,80.00,84.12,78.18,89.32,78.22,82.68
0.27,77.68,75.03,77.14,71.59,76.47,71.23,74.86
0.30,77.98,74.66,77.87,72.09,76.84,73.28,75.45
0.33,78.10,75.42,78.70,74.60,78.14,74.93,76.65
0.37,74.57,71.86,75.37,70.19,74.89,70.76,72.94
0.40,74.47,71.64,74.95,69.47,72.95,70.28,72.29
0.43,75.38,72.75,75.53,70.67,73.27,70.97,73.09
0.47,76.51,73.31,76.66,71.37,74.46,71.97,74.05
0.50,76.18,74.74,77.40,72.62,74.77,72.72,74.74
0.53,74.25,72.45,76.19,70.87,74.90,71.15,73.30
0.57,74.42,72.54,75.89,71.25,73.59,71.49,73.20
0.60,76.42,73.96,77.86,72.68,75.64,73.36,74.99
0.63,77.84,75.80,79.65,73.64,77.64,74.11,76.45
0.67,77.21,74.53,78.03,72.80,76.10,73.08,75.29
0.70,76.59,73.96,77.51,72.23,75.68,73.08,74.84
0.73,77.20,73.93,77.46,72.14,75.46,73.12,74.89
0.77,76.92,73.58,76.86,71.86,74.84,72.82,74.48
0.80,76.67,73.42,76.64,71.50,74.68,72.78,74.28
0.83,76.72,73.59,76.79,71.61,74.73,72.97,74.40
0.87,76.59,73.67,76.70,71.62,74.60,73.00,74.36
0.90,75.97,73.13,75.95,71.13,73.82,72.30,73.72
0.93,75.47,72.67,75.46,70.67,73.40,71.66,73.22
0.97,75.12,72.43,75.03,70.35,72.98,71.38,72.88
1.00,74.87,72.37,74.73,70.15,72.64,71.16,72.65
1.03,74.98,72.56,74.91,70.31,72.78,71.38,72.82
1.07,75.15,72.73,75.11,70.54,72.95,71.61,73.02
1.10,75.28,72.88,75.24,70.70,73.03,71.77,73.15
1.13,75.38,73.01,75.36,70.86,73.12,71.90,73.27
1.17,75.34,72.99,75.30,70.83,73.06,71.85,73.23
1.20,75.21,72.98,75.19,70.73,73.06,71.67,73.14
1.23,75.14,73.02,75.13,70.67,73.04,71.53,73.09
1.27,74.96,72.90,74.95,70.57,72.89,71.40,72.94
1.30,74.93,72.92,74.94,70.55,72.93,71.27,72.93
