timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,70.43,72.26,69.13,70.18,70.51,74.17,71.11
0.03,72.19,74.25,71.17,72.47,71.84,73.26,72.53
0.07,72.49,73.44,73.32,73.71,71.48,76.09,73.42
0.10,66.66,69.09,66.69,66.79,63.03,68.13,66.73
0.13,64.29,66.17,64.25,64.68,59.82,67.03,64.37
0.17,65.24,66.93,64.63,64.35,61.73,66.13,64.83
0.20,66.24,68.09,65.70,65.55,62.03,68.07,65.95
0.23,66.23,68.72,65.61,65.60,62.35,67.23,65.96
0.27,67.10,69.17,66.32,66.09,63.02,68.46,66.69
0.30,67.67,70.36,67.54,68.07,64.18,70.63,68.08
0.33,71.65,74.08,71.82,70.51,68.17,73.17,71.57
0.37,73.75,75.18,74.62,72.62,71.50,75.85,73.92
0.40,73.35,74.94,74.08,72.82,71.19,76.09,73.74
0.43,73.09,74.68,74.00,72.08,71.15,75.73,73.46
0.47,73.21,74.75,74.26,72.02,71.46,75.96,73.61
0.50,73.09,74.49,74.13,71.75,71.27,75.77,73.42
0.53,73.30,74.68,74.36,72.13,71.54,76.22,73.70
0.57,73.12,74.44,74.27,71.82,71.26,75.85,73.46
0.60,73.15,74.50,74.28,71.99,71.32,76.03,73.54
0.63,73.39,74.71,74.55,72.18,71.62,76.27,73.79
0.67,73.57,74.89,74.76,72.31,71.83,76.32,73.95
0.70,73.73,75.07,75.05,72.50,72.08,76.54,74.16
0.73,73.95,75.32,75.26,72.68,72.30,76.76,74.38
0.77,74.00,75.38,75.23,72.76,72.28,76.80,74.41
0.80,71.03,73.32,71.29,70.08,68.89,73.43,71.34
0.83,69.61,71.63,69.50,68.68,66.96,71.97,69.73
0.87,70.59,71.99,69.69,68.13,66.59,71.95,69.83
0.90,71.83,73.37,71.09,69.41,67.74,73.71,71.19
0.93,70.19,72.07,69.21,68.35,65.91,72.67,69.74
0.97,71.24,73.32,70.11,69.99,66.81,74.94,71.07
1.00,70.50,72.55,69.31,69.41,65.85,73.50,70.18
1.03,69.52,71.72,68.30,68.67,64.95,72.59,69.29
1.07,68.85,70.89,67.39,67.83,63.79,71.48,68.37
1.10,68.26,70.16,66.77,67.05,62.95,70.83,67.67
1.13,68.21,70.17,66.65,66.86,62.68,70.84,67.57
1.17,68.11,70.06,66.59,66.65,62.82,70.55,67.46
1.20,68.24,70.26,66.98,66.93,63.21,71.24,67.81
1.23,70.53,72.55,69.62,69.05,65.64,73.86,70.21
1.27,71.29,73.30,70.52,69.67,66.47,74.70,70.99
1.30,71.42,73.40,70.64,69.77,66.76,74.85,71.14
1.33,71.39,73.35,70.58,69.72,66.79,74.78,71.10
1.37,71.16,73.09,70.35,69.48,66.68,74.71,70.91
1.40,71.15,73.02,70.30,69.32,66.61,74.57,70.83
1.43,71.18,72.99,70.26,69.24,66.46,74.43,70.76
1.47,71.23,73.02,70.35,69.26,66.28,74.45,70.77
1.50,71.62,73.31,70.76,69.54,66.34,74.77,71.06
1.53,71.73,73.31,70.73,69.53,66.17,74.61,71.01
1.57,71.90,73.39,70.85,69.62,66.03,74.68,71.08
1.60,72.13,73.58,70.65,69.50,66.17,74.80,71.14
1.63,72.22,73.63,70.56,69.33,66.32,74.82,71.15
1.67,72.38,73.78,70.61,69.39,66.57,75.01,71.29
1.70,72.58,73.98,70.77,69.53,66.86,75.25,71.49
1.73,72.81,74.26,71.03,69.73,67.17,75.57,71.76
1.77,73.03,74.54,71.24,69.91,67.46,75.85,72.00
1.80,73.41,74.89,71.64,70.18,67.85,76.14,72.35
1.83,73.52,74.98,71.64,70.25,67.78,76.30,72.41
1.87,73.56,75.01,71.69,70.40,67.85,76.63,72.52
1.90,73.55,74.93,71.76,70.59,68.03,77.94,72.80
1.93,73.62,74.87,71.79,70.82,66.95,78.74,72.80
1.97,74.17,75.39,72.42,71.73,66.66,81.25,73.60
2.00,74.72,76.02,72.58,74.60,65.12,85.70,74.79
2.03,75.61,76.92,73.43,77.24,64.63,87.62,75.91
2.07,76.53,77.83,74.07,80.02,64.15,89.14,76.96
2.10,76.79,78.09,74.37,80.35,64.31,89.43,77.22
2.13,76.99,78.31,74.57,80.63,64.32,89.61,77.40
2.17,77.06,78.40,74.60,80.73,64.36,89.48,77.44
2.20,77.06,78.39,74.58,80.69,64.35,88.91,77.33
2.23,77.00,78.33,74.52,80.62,64.31,88.80,77.26
2.27,77.01,78.26,74.54,80.46,64.32,88.73,77.22
2.30,77.02,78.22,74.58,80.47,64.37,88.71,77.23
2.33,77.03,78.20,74.63,80.47,64.43,88.72,77.25
2.37,77.07,78.20,74.68,80.52,64.45,88.68,77.27
2.40,77.10,78.19,74.70,80.52,64.39,88.60,77.25
2.43,77.13,78.18,74.70,80.52,64.35,88.48,77.23
2.47,77.22,78.23,74.79,80.58,64.36,88.47,77.28
2.50,77.46,78.40,75.12,80.75,64.53,88.62,77.48
2.53,77.68,78.55,75.38,80.90,64.71,88.78,77.67
