timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,average_similarity
0.00,81.30,80.51,76.42,75.05,73.72,68.06,75.84
0.03,68.89,69.27,64.83,65.60,62.84,62.82,65.71
0.07,74.01,74.11,69.46,71.31,67.15,67.59,70.60
0.10,73.27,74.80,69.54,71.62,67.00,67.45,70.61
0.13,75.41,76.19,73.38,72.87,70.91,71.41,73.36
0.17,75.09,76.86,73.46,74.01,71.98,74.20,74.27
0.20,77.73,79.26,77.89,76.45,76.50,76.64,77.41
0.23,79.67,81.07,78.99,76.14,78.58,76.67,78.52
0.27,79.36,80.55,79.98,75.33,79.31,77.19,78.62
0.30,77.87,78.55,77.53,73.93,76.72,75.23,76.64
0.33,79.53,80.57,80.69,76.56,80.23,77.81,79.23
0.37,79.69,80.43,81.45,76.46,81.20,77.44,79.44
0.40,79.77,80.26,80.97,76.65,80.92,76.60,79.19
0.43,80.37,80.59,81.86,77.16,81.02,76.98,79.66
0.47,80.25,80.96,81.44,77.59,81.37,77.66,79.88
0.50,80.59,81.36,81.92,78.10,82.07,78.75,80.46
0.53,81.24,81.98,83.32,78.98,83.47,80.01,81.50
0.57,81.33,82.02,83.54,79.17,83.69,80.12,81.64
0.60,81.37,82.07,83.66,79.28,84.26,80.04,81.78
0.63,81.26,81.97,83.60,79.17,84.31,80.00,81.72
0.67,81.27,81.98,83.70,79.29,84.26,80.13,81.77
0.70,81.23,81.97,83.69,79.54,84.07,80.57,81.85
0.73,81.37,82.11,83.49,79.80,83.62,80.91,81.88
0.77,81.11,81.95,83.04,79.60,83.01,80.87,81.60
0.80,81.07,81.89,82.87,79.57,82.32,80.66,81.40
0.83,81.00,81.91,82.57,79.51,81.63,80.27,81.15
0.87,80.94,81.93,82.28,79.68,81.12,80.21,81.03
0.90,80.90,81.94,82.04,79.90,80.55,80.49,80.97
0.93,80.82,82.02,81.81,80.15,80.46,81.51,81.13
0.97,80.73,82.11,81.54,80.49,79.77,82.52,81.19
1.00,81.39,82.67,83.22,81.62,80.99,85.32,82.53
1.03,81.88,83.04,84.36,82.43,82.01,86.84,83.43
1.07,82.29,83.38,85.52,83.32,82.72,89.48,84.45
1.10,82.45,83.36,86.39,84.25,83.42,93.37,85.54
1.13,82.87,83.70,87.76,85.87,85.87,97.84,87.32
1.17,82.75,83.53,87.60,86.20,86.05,98.08,87.37
1.20,82.25,83.12,87.03,86.29,85.43,98.10,87.04
1.23,81.64,82.73,86.42,86.33,84.51,97.68,86.55
1.27,81.56,82.62,86.49,86.53,83.35,98.12,86.44
1.30,81.49,82.57,86.62,86.81,82.39,97.51,86.23
1.33,81.29,82.61,86.05,87.38,81.98,95.79,85.85
1.37,81.24,82.72,85.57,87.75,81.78,93.22,85.38
1.40,81.43,83.18,85.54,88.20,81.85,92.33,85.42
1.43,81.77,83.82,86.09,89.08,82.16,91.82,85.79
1.47,82.26,84.46,86.66,90.05,82.93,91.48,86.31
1.50,83.16,85.31,87.87,91.01,82.38,90.64,86.73
1.53,83.63,86.02,88.55,91.46,82.58,89.52,86.96
1.57,84.01,86.29,88.94,91.67,82.14,88.94,87.00
1.60,84.37,86.50,89.34,91.84,82.42,89.22,87.28
1.63,84.57,86.61,89.57,91.93,82.57,89.79,87.51
1.67,84.88,86.78,90.32,92.18,83.09,90.53,87.96
1.70,85.13,86.99,90.82,92.34,83.55,91.08,88.32
1.73,85.11,86.98,90.68,92.07,83.81,92.66,88.55
1.77,85.22,86.99,91.15,91.51,84.21,93.54,88.77
1.80,85.21,86.98,91.10,91.08,83.84,94.41,88.77
1.83,85.18,86.95,91.04,90.97,84.18,95.07,88.90
1.87,84.99,86.89,90.86,90.87,84.18,96.03,88.97
1.90,84.99,86.96,90.83,90.88,84.35,96.04,89.01
1.93,84.68,86.83,90.64,90.66,84.77,96.36,88.99
1.97,84.57,86.76,90.36,90.51,84.91,96.58,88.95
2.00,84.50,88.88,91.67,90.80,86.76,97.20,89.97
2.03,84.40,88.63,91.58,90.18,86.39,97.72,89.82
2.07,84.07,88.17,91.03,89.03,86.74,97.80,89.47
2.10,84.52,88.55,91.31,88.95,87.05,96.92,89.55
2.13,85.36,89.36,91.77,88.83,87.49,94.59,89.57
2.17,85.86,89.91,91.59,88.54,87.86,93.76,89.59
2.20,85.83,89.65,90.91,87.22,90.74,94.29,89.78
2.23,85.87,89.29,90.15,85.18,91.93,96.58,89.83
2.27,86.28,89.24,89.81,83.68,92.74,97.77,89.92
2.30,86.13,88.66,89.54,82.60,93.06,94.55,89.09
2.33,85.74,87.82,89.58,80.67,95.34,93.65,88.80
2.37,84.42,86.31,88.99,78.51,94.85,89.66,87.12
2.40,83.03,84.72,87.49,75.60,91.27,83.55,84.28
2.43,81.59,83.19,85.59,73.64,86.72,77.78,81.42
2.47,80.70,82.22,84.29,72.29,85.50,73.94,79.83
2.50,79.55,80.85,85.03,71.37,84.18,70.79,78.63
2.53,77.67,78.83,84.71,70.17,85.74,67.29,77.40
2.57,76.56,77.54,84.45,70.04,85.57,68.39,77.09
2.60,76.53,76.72,86.41,69.56,88.16,65.71,77.18
2.63,75.15,74.48,85.36,68.89,92.33,64.63,76.80
2.67,73.46,73.09,81.27,69.02,95.55,64.81,76.20
2.70,72.64,72.79,79.49,72.38,97.24,65.92,76.74
2.73,72.39,72.86,78.91,75.45,96.57,65.65,76.97
2.77,72.24,72.81,78.43,77.94,95.42,66.29,77.19
2.80,72.16,72.94,77.68,80.86,93.79,67.48,77.48
2.83,72.97,73.68,78.59,82.56,91.62,69.78,78.20
2.87,74.02,74.29,78.28,83.07,89.46,70.33,78.24
2.90,73.94,74.15,77.02,83.70,87.24,70.20,77.71
2.93,74.11,74.31,76.21,84.71,86.87,70.24,77.74
2.97,74.47,74.62,76.79,85.03,86.98,70.28,78.03
3.00,74.35,74.54,76.34,85.55,89.23,70.26,78.38
3.03,74.06,74.42,76.46,85.88,88.74,70.42,78.33
3.07,74.58,74.96,76.31,87.16,87.44,71.16,78.60
3.10,75.12,75.52,77.54,88.40,86.17,72.02,79.13
3.13,75.43,75.80,77.78,88.68,84.78,72.81,79.21
3.17,75.44,75.79,77.88,88.57,84.37,72.77,79.14
3.20,75.79,76.24,78.73,88.75,82.07,73.70,79.21
3.23,76.44,76.83,80.15,89.09,80.66,74.38,79.59
3.27,76.60,76.99,80.60,88.98,80.77,75.36,79.88
3.30,76.65,77.05,80.71,88.40,82.28,76.27,80.23
3.33,76.70,77.16,81.69,87.91,84.25,76.15,80.64
3.37,76.68,77.24,81.70,87.37,85.71,76.20,80.82
3.40,76.80,77.44,82.37,87.05,86.56,76.18,81.06
3.43,76.99,77.64,83.09,86.22,86.26,76.91,81.19
3.47,77.09,77.75,84.08,85.70,86.20,77.41,81.37
3.50,76.82,77.77,85.77,84.98,87.29,77.62,81.71
3.53,76.33,77.62,84.51,84.66,89.56,78.18,81.81
3.57,76.37,77.80,84.03,84.38,90.24,78.58,81.90
3.60,76.48,77.93,84.05,84.09,90.58,78.74,81.98
3.63,76.94,78.48,84.24,84.12,90.56,78.80,82.19
3.67,77.31,79.03,84.40,84.09,91.26,79.49,82.60
3.70,77.35,79.28,83.32,84.03,92.87,79.95,82.80
3.73,77.71,79.76,83.39,83.88,93.64,80.61,83.16
3.77,78.06,80.26,83.33,83.92,93.49,80.74,83.30
3.80,78.30,80.38,83.54,84.00,94.06,81.38,83.61
3.83,78.18,80.19,83.50,83.75,95.20,81.39,83.70
3.87,77.99,79.98,83.34,83.78,95.67,81.29,83.68
3.90,77.67,79.90,82.31,83.58,96.07,81.26,83.47
3.93,77.12,79.72,80.59,83.28,95.88,80.86,82.91
3.97,76.98,79.71,80.35,83.53,95.66,80.88,82.85
4.00,76.89,79.80,79.62,83.13,96.77,80.99,82.87
4.03,76.35,79.50,78.84,82.55,95.41,80.91,82.26
4.07,76.47,79.51,78.88,82.49,94.29,80.71,82.06
4.10,76.08,79.22,78.61,82.41,92.95,80.67,81.66
4.13,75.65,78.80,78.19,82.14,91.87,80.52,81.20
4.17,75.29,78.40,77.74,81.96,90.86,80.28,80.76
4.20,74.98,78.04,77.43,81.75,90.00,80.10,80.38
4.23,74.50,77.56,77.05,81.66,88.99,79.95,79.95
4.27,74.30,77.26,76.87,81.68,88.45,79.86,79.74
4.30,74.27,77.32,77.38,81.86,88.38,79.82,79.84
4.33,74.24,77.34,77.65,82.17,88.35,79.89,79.94
4.37,74.29,77.44,78.38,82.58,88.52,79.97,80.20
4.40,74.52,77.69,79.09,82.71,89.06,80.02,80.52
4.43,74.53,77.62,79.31,82.16,88.78,79.58,80.33
4.47,74.60,77.57,79.35,81.59,88.81,79.17,80.18
4.50,74.67,77.58,79.28,81.20,88.58,78.98,80.05
4.53,74.74,77.61,79.32,80.91,88.47,78.71,79.96
4.57,74.85,77.67,79.26,80.75,88.36,78.62,79.92
4.60,74.94,77.72,79.18,80.58,88.07,78.40,79.82
4.63,74.97,77.68,78.87,80.27,87.12,77.51,79.40
4.67,74.85,77.52,78.63,80.10,86.20,76.95,79.04
4.70,74.66,77.37,78.43,79.91,85.89,77.09,78.89
4.73,74.44,77.14,78.22,79.73,85.54,77.00,78.68
4.77,74.38,77.11,78.10,79.62,85.41,76.82,78.57
4.80,74.16,76.91,77.61,79.53,85.07,76.87,78.36
4.83,74.04,76.80,77.33,79.49,84.99,77.08,78.29
4.87,74.13,76.92,77.33,79.56,85.00,77.21,78.36
4.90,74.28,77.10,77.40,79.70,85.26,77.48,78.53
4.93,74.35,77.19,77.43,79.88,85.46,77.80,78.69
4.97,74.35,77.18,77.42,80.08,85.74,78.11,78.81
5.00,74.46,77.30,77.52,80.49,86.17,78.85,79.13
5.03,74.42,77.28,77.40,80.54,86.24,79.13,79.17
5.07,74.44,77.32,77.19,80.75,85.94,79.32,79.16
5.10,74.30,77.23,76.68,80.66,85.23,79.12,78.87
5.13,74.35,77.28,76.59,80.78,85.12,78.92,78.84
5.17,74.47,77.40,76.62,81.00,85.22,78.97,78.95
5.20,74.52,77.60,76.58,81.13,85.06,78.93,78.97
5.23,74.57,77.70,76.63,81.21,85.05,78.93,79.02
5.27,74.63,77.77,76.63,81.31,85.08,78.98,79.07
5.30,74.70,77.84,76.63,81.37,85.12,79.01,79.11
5.33,74.76,77.89,76.67,81.42,85.12,79.05,79.15
5.37,74.81,77.93,76.55,81.45,85.11,79.03,79.15
5.40,74.87,77.97,76.61,81.49,85.09,79.04,79.18
5.43,74.83,77.93,76.58,81.39,84.96,78.95,79.11
5.47,74.75,77.84,76.49,81.22,84.76,78.87,78.99
5.50,74.71,77.78,76.38,81.11,84.69,78.91,78.93
5.53,74.66,77.72,76.26,81.03,84.51,79.00,78.86
5.57,74.37,77.40,75.87,80.81,83.98,78.10,78.42
5.60,74.29,77.23,75.68,81.05,83.72,77.47,78.24
5.63,74.32,77.21,75.64,81.16,83.65,77.08,78.18
5.67,74.33,77.17,75.67,81.19,83.87,76.56,78.13
5.70,74.48,77.21,76.06,81.70,84.70,76.61,78.46
5.73,74.56,77.22,76.33,81.96,84.93,76.69,78.61
5.77,74.67,77.28,76.57,82.09,85.32,76.54,78.74
5.80,74.82,77.39,76.81,82.26,85.77,76.58,78.94
5.83,75.18,77.64,77.64,82.45,86.80,75.64,79.23
5.87,75.44,77.82,78.16,82.52,87.34,74.79,79.34
5.90,75.57,77.92,78.35,82.60,87.55,75.00,79.50
5.93,75.63,77.98,78.68,82.59,87.89,74.24,79.50
5.97,75.33,77.67,78.44,82.49,87.68,74.46,79.35
6.00,75.06,77.38,78.00,82.36,87.09,74.71,79.10
6.03,74.97,77.29,77.76,82.28,86.62,74.82,78.96
6.07,74.84,77.19,77.55,82.15,86.15,75.10,78.83
6.10,74.77,77.13,77.41,82.04,85.67,75.12,78.69
6.13,74.69,77.03,77.23,81.95,85.28,75.09,78.54
6.17,74.64,76.92,77.14,81.94,84.95,75.08,78.44
6.20,74.59,76.83,77.05,82.01,84.68,75.08,78.37
6.23,74.77,76.94,77.20,82.16,85.07,75.34,78.58
6.27,74.91,77.01,77.38,82.31,85.49,75.54,78.77
6.30,74.94,76.99,77.45,82.35,85.68,75.66,78.85
6.33,75.06,76.99,77.90,82.34,86.00,75.75,79.01
6.37,75.18,77.00,78.07,82.49,86.14,75.81,79.11
6.40,75.46,77.18,78.51,82.68,86.39,75.63,79.31
6.43,75.69,77.37,78.85,82.81,86.66,75.56,79.49
6.47,75.88,77.51,79.12,83.02,86.94,75.57,79.67
6.50,75.90,77.49,79.12,83.41,86.98,75.87,79.80
6.53,76.01,77.52,79.16,83.65,87.19,76.18,79.95
6.57,76.22,77.59,79.38,83.90,88.04,76.62,80.29
6.60,76.40,77.69,79.61,84.45,88.37,77.05,80.59
6.63,76.52,77.75,79.61,84.75,88.55,77.19,80.73
6.67,76.62,77.80,79.68,85.02,88.68,77.30,80.85
6.70,76.69,77.86,79.51,85.40,88.70,77.40,80.93
6.73,76.84,77.96,79.34,85.78,89.15,77.49,81.09
6.77,76.76,77.85,79.21,85.89,88.87,77.62,81.03
6.80,76.47,77.53,78.75,86.17,88.09,77.73,80.79
6.83,76.29,77.36,78.47,86.39,87.67,77.89,80.68
6.87,76.13,77.23,78.20,86.52,87.40,78.02,80.58
6.90,76.01,77.16,77.98,86.76,87.28,78.24,80.57
6.93,75.49,76.71,77.33,86.60,86.44,78.11,80.11
6.97,74.87,76.14,76.57,86.19,85.52,77.98,79.54
7.00,74.65,75.95,76.55,86.02,85.17,77.85,79.36
7.03,74.32,75.70,76.04,85.70,84.30,77.74,78.97
7.07,73.97,75.40,75.54,85.28,83.17,77.62,78.50
7.10,73.61,75.09,74.95,84.90,82.16,77.49,78.03
7.13,73.17,74.68,74.44,84.26,81.13,76.93,77.44
7.17,73.05,74.58,74.44,83.99,80.74,76.83,77.27
